,Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin
5205,"
        Dự án The Pride, Đường Lê Văn Lương, Phường La Khê, Hà Đông, Hà Nội
    ",2250000000.0,146.0,3,3,Đông-Nam,Tây-Bắc,"Nội thất cơ bản: Sàn gỗ, tủ bếp, bếp, điều hòa, nóng lạnh,...",Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
5206,"
        Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội
    ",1350000000.0,70.0,2,2,,,,,,21.0450408,105.79217959999998,Tin thường
5207,"
        Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội
    ",2919000000.0,97.0,3,2,Bắc,Đông-Nam,"Bàn giao nội thất cơ bản: Sàn gỗ nhập khẩu Malaysia, trần thạch cao giật cấp, thiết bị vệ sinh Toto, thiết bị chiếu sáng, nóng lạnh Picenza, chuông hình Panasonic, khóa cửa 4 chức năng (mã số, cơ.",Công ty CP Đầu tư Xây dựng số 9 Hà Nội,1120 căn hộ,21.0295810699463,105.850410461426,Tin thường
5208,"
        Dự án Hồng Hà Eco City, Đường Trần Thủ Độ, Xã Tứ Hiệp, Thanh Trì, Hà Nội
    ",1650000000.0,76.0,2,2,Tây-Bắc,Đông-Nam,Full nội thất cao cấp.,,"Gồm công viên cây xanh, các khu vui chơi giải trí, trung tâm thương mại",20.9439792633057,105.855438232422,Tin thường
5209,"
        Dự án Hồng Hà Eco City, Đường Trần Thủ Độ, Xã Tứ Hiệp, Thanh Trì, Hà Nội
    ",2150000000.0,87.5,3,2,Tây-Bắc,Đông-Nam,Full nội thất cao cấp.,,"Gồm công viên cây xanh, các khu vui chơi giải trí, trung tâm thương mại",20.9439792633057,105.855438232422,Tin thường
5210,"
        Dự án Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội
    ",1340000000.0,70.0,2,1,Đông-Nam,Tây-Bắc,"Nội thất cơ bản: (giường, tủ, bàn ăn... ), thiết bị (điều hòa, nóng lạnh, tủ bếp... ).",Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm biệt thự, đất nền, căn hộ",21.0626907348633,105.90833282470699,Tin thường
5211,"
        Dự án Starcity Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",1950000000.0,60.0,2,1,,Đông-Nam,,OCEAN GROUP - Tập Đoàn Đại Dương,Gồm 1 khối nhà cao 27 tầng và 3 tầng hầm,21.0061817169189,105.806427001953,Tin thường
5212,"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường An Đào, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1450000000.0,59.1,2,1,Đông-Nam,Tây-Bắc,"Bàn giao thô của CĐT: Trần, sàn, tường, thiết bị vệ sinh, thiết bị ánh sáng, thiết bị vệ sinh,...",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
5213,"
        Dự án 187 Tây Sơn, Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội
    ",4000000000.0,132.0,4,3,,,"Nội thất cơ bản đã có nóng lạnh, tường trần thạch cao.",Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico,17 tầng nổi và 1 tầng hầm,21.0133361816406,105.827651977539,Tin thường
5214,"
        Dự án GoldSeason, 47 Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3500000000.0,110.0,3,2,,Tây-Bắc,,,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường
5215,"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3100000000.0,68.0,2,2,Đông-Bắc,Tây-Nam,,Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường
5216,"
        Sky Park Residence, Số 3, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4300000000.0,85.8,2,2,,,Đầy đủ nội thất ,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường
5217,"
        Dự án TSG Lotus Sài Đồng, 190 Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội
    ",2000000000.0,71.0,2,2,,,,,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",21.0409755706787,105.91366577148399,Tin thường
5218,"
        Dự án Trung Yên Plaza, Đường Trung Yên 11, Phường Trung Hòa, Cầu Giấy, Hà Nội.
    ",3300000000.0,112.1,2,2,Đông-Nam,Tây-Bắc,,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,3 khối nhà liên hoàn cao 19 tầng nổi và 2 tầng hầm,21.014102935790998,105.801788330078,Tin thường
5219,"
        Imperia Sky Garden, 423, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4500000000.0,108.0,3,2,Đông-Nam,,Đầy đủ trừ sofa,Công ty CP Terra Gold Việt Nam,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,Tin thường
5220,"
        Dự án Căn hộ Thông tấn xã, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1900000000.0,75.0,2,2,Tây-Bắc,Đông-Nam,Nội thất cơ bản.,Công ty CP Sông Đà 7,"3 toà chung cư CT1A, CT1B và CT1C",20.976398468017603,105.814575195313,Tin thường
5221,"
        Dự án The K Park, Phố Lê Trọng Tấn, Phường Phúc La, Hà Đông, Hà Nội
    ",1500000000.0,59.0,2,2,Đông-Bắc,Đông-Nam,Full nội thất đẹp.,,Gồm 3 tòa chung cư và nhà liền kề,20.959905624389602,105.791801452637,Tin thường
5223,"
        Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1780000000.0,67.3,2,2,Tây-Bắc,,,Công ty CP Xây dựng số 2 - Vinaconex2,"1 tòa tháp chung cư 40 tầng, 4 tòa tháp chung cư 38 tầng, 3 tòa tháp chung cư 36 tầng",20.9732913970947,105.82000732421899,Tin thường
5224,"
        Dự án D’. Le Roi Soleil - Quảng An, 59 Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội
    ",8000000000.0,111.0,3,3,,Đông-Nam,,Tân Hoàng Minh Group,"Gồm 2 tòa tháp căn hộ cao 25 tầng, 1 tòa tháp dịch vụ 8 tầng và 5 tầng hầm",21.064899444580103,105.827049255371,Tin thường
5225,"
        Dự án D’. Le Roi Soleil - Quảng An, 59 Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội
    ",5500000000.0,88.8,2,2,Tây-Nam,Đông-Bắc,Full nội thất liền tường.,Tân Hoàng Minh Group,"Gồm 2 tòa tháp căn hộ cao 25 tầng, 1 tòa tháp dịch vụ 8 tầng và 5 tầng hầm",21.064899444580103,105.827049255371,Tin thường
5226,"
        Home City - Trung Kính Complex, 177, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2100000000.0,60.0,2,2,Tây-Bắc,Đông-Nam,Đầy đủ,Công ty CP Đầu tư Văn Phú - Invest,"4 tòa tháp V1, V2, V3, V4 có chiều cao 25 – 30 tầng (1 tầng hầm)",21.0160980224609,105.79248809814501,Tin thường
5227,"
        Dự án Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội
    ",1340000000.0,70.0,2,2,,,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm biệt thự, đất nền, căn hộ",21.0626907348633,105.90833282470699,Tin thường
5228,"
        Dự án Hà Nội Center Point, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2100000000.0,60.0,2,2,Tây-Bắc,Đông-Nam,Đầy đủ.,Công ty Đầu tư Xây dựng số 2 Hà Nội,"Gồm 31 tầng, trong đó có 24 tầng căn hộ cao cấp và 7 tầng trung tâm thương mại",21.004817962646502,105.804672241211,Tin thường
5229,"
        Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.
    ",2200000000.0,77.8,2,2,Tây-Bắc,Đông-Nam,Nội thất: Đầy đủ như hình.,Công ty CP Đầu tư Hải Phát,Gồm các căn hộ và nhà liền kề,20.984340667724602,105.776809692383,Tin thường
5230,"
        Central Field Trung Kính, 219, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2200000000.0,68.0,2,2,Tây-Bắc,Đông-Nam,Đầy đủ,Công ty TNHH 19-12 Bắc Hà,"Gồm 3 tòa tháp 29 tầng, trong đó 1 tòa tháp tổ hợp khách sạn - văn phòng và 2 tòa tháp căn hộ",21.0209789276123,105.791061401367,Tin thường
5231,"
        Dự án Sunshine Crystal River, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",6400000000.0,108.0,2,3,,,,Công ty CP Tập đoàn Sunshine,5 tòa tháp biệt thự trên cao sky villas và 60 lô biệt thự,21.083890914917,105.80847930908199,Tin thường
5232,"
        Northern Diamond, số 99, Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội
    ",3200000000.0,94.4,2,2,Đông-Bắc,Tây-Nam,,Công ty CP Xây dựng Sông Hồng - Incomex,Gồm 2 tòa tháp cao 19 tầng,21.031446456909197,105.900825500488,Tin thường
5233,"
        Iris Garden, 30, Đường Trần Hữu Dực, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",1850000000.0,60.0,2,2,Đông-Bắc,Tây-Nam,,,"Gồm 2 tầng hầm, 5 tháp từ 25-29 tầng",21.0292072296143,105.764450073242,Tin thường
5234,"
        Dự án K35 Tân Mai, Đường Tân Mai, Phường Tương Mai, Hoàng Mai, Hà Nội
    ",2200000000.0,76.0,2,2,Nam,,,,,20.9837379455566,105.8515625,Tin thường
5235,"
        Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",780000000.0,47.86,1,1,Đông,Tây,,Tập đoàn Mường Thanh,"Gồm 3 khu đô thị, trong đó có chung cư, nhà thấp tầng, nhà liền kề, biệt thự",20.9397029876709,105.787254333496,Tin thường
5237,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1250000000.0,43.0,1,1,,,"Bàn giao: Sàn ốp gạch, gỗ hệ thống đèn điện chiếu sáng. Thiết bị vệ sinh chuông hình...",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
5238,"
        The Nine, số 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội
    ",3540000000.0,87.0,2,2,,Tây-Nam,,,"1 block cao 30 tầng, 3 tầng hầm, 350 căn hộ",21.0404415130615,105.780715942383,Tin thường
5239,"
        Dự án Chelsea Park, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",3800000000.0,128.0,3,2,Tây-Bắc,Đông-Nam,,Công ty Xây dựng Dân Dụng,2 tòa cao ốc 17 tầng là tòa Bắc và tòa Nam,21.0190162658691,105.79320526122999,Tin thường
5240,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1450000000.0,55.6,2,1,Đông-Nam,Tây-Bắc,"Bàn giao nhà gồm trần, sàn, tường, thiết bị ánh sáng, thiết bị vệ sinh, sàn gỗ phòng ngủ, phòng khách gạch hoa chống trơn trượt.",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
5241,"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1550000000.0,75.5,2,2,,,"Nội thất cơ bản cđt: sàn gỗ, tủ bếp, điều hoà, nóng lạnh,..",Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
5242,"
        Dự án IA20 Ciputra, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",2000000000.0,92.0,2,2,,,,Công ty CP Đầu tư Bất động sản Đông Đô - BQP,"Gồm 3 tòa chung cư và các biệt thự, liền kề",21.0919170379639,105.78500366210899,Tin thường
5243,"
        Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội
    ",2500000000.0,77.84,2,2,Tây-Bắc,Đông-Nam,"Full nội thất với đồ cực chuẩn như điều hòa âm trần, bàn ghế da xịn,...",Công ty TNHH Thiên Hương,"Gồm 4 tòa tháp A, B, C, D có chung khối đế và 1 tầng hầm",21.0577354431152,105.91335296630899,Tin thường
5244,"
        Dự án Vimeco I - Phạm Hùng, Đường Phạm Hùng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",2200000000.0,62.5,2,2,,,,Công ty CP Vimeco,"141 căn hộ chung cư, 14 căn biệt thự",21.008733749389602,105.790229797363,Tin thường
5245,"
        Dự án VP5 Linh Đàm, Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",980000000.0,45.3,1,1,Tây-Nam,Đông-Bắc,"- Nội thất cơ bản gồm sàn gỗ, tủ bếp, nóng lạnh, giường tủ,...",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,"Quy mô 4563,2m2; cao 32 tầng, bao gồm tầng hầm, trung tâm thương mại, khu dịch vụ tổng hợp, sinh hoạt chung và căn hộ có diện tích từ 43m2 - 72m2",20.9635620117188,105.831611633301,Tin thường
5246,"
        Dự án Đặng Xá 1, Đường 5A, Xã Đặng Xá, Gia Lâm, Hà Nội
    ",890000000.0,59.0,2,2,Bắc,Nam,Nội thất cơ bản.,Tổng Công ty Viglacera,"Gồm các tòa chung cư cao 7-12 tầng, các toàn nhà văn phòng, dịch vụ thương mại, nhà vườn, biệt thự...",21.016773223877,105.95018768310499,Tin thường
5247,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",6900000000.0,143.0,4,3,Tây,Đông-Nam,,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
5248,"
        Dự án N03-T8 Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội
    ",2210000000.0,80.1,2,2,Nam,Bắc,,Công ty CP Xây dựng số 2 - Vinaconex2,Gồm 23 tòa chung cư cao cấp,21.064998626709002,105.80028533935499,Tin thường
5250,"
        FLC Complex Phạm Hùng, 36, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2120000000.0,70.0,2,2,,,Full nội thất.,Công ty Cổ phần Tập đoàn FLC,Tòa nhà 37 tầng nổi và 2 tầng hầm,21.02819061279297,105.7791976928711,Tin thường
5251,"
        Dự án FLC Complex Phạm Hùng, 36 Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",1900000000.0,55.0,2,1,,,Đầy đủ nội thất chỉ việc vào ở.,Công ty Cổ phần Tập đoàn FLC,Tòa nhà 37 tầng nổi và 2 tầng hầm,21.028190612793,105.779197692871,Tin thường
5252,"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",5600000000.0,340.0,4,3,,,Full đồ.,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường
5253,"
        Dự án Vimeco I - Phạm Hùng, Đường Phạm Hùng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",2150000000.0,65.0,2,2,,,,Công ty CP Vimeco,"141 căn hộ chung cư, 14 căn biệt thự",21.008733749389602,105.790229797363,Tin thường
5254,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1560000000.0,54.9,2,1,,,,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
5255,"
        Phường Hàng Buồm, Hoàn Kiếm, Hà Nội
    ",2100000000.0,30.0,1,1,,,,,,21.0353106651977,105.85270664209699,Tin thường
5256,"
        FLC Star Tower, 418, Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội
    ",1600000000.0,81.18,3,2,Tây-Nam,Tây-Bắc,,Công ty Cổ phần Tập đoàn FLC,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,Tin thường
5257,"
        Dự án FLC Star Tower, Phường Phú La, Hà Đông, Hà Nội
    ",1500000000.0,80.0,2,2,Tây-Nam,Đông-Bắc,"Nội thất đầy đủ không thiếu 1 thứ gì: Tủ bếp, bếp từ, 3 điều hòa, sàn gỗ, thiết bị vệ, sinh, sofa, giường tủ, máy giặt, tủ lạnh. Cam kết đồ đẹp và mới.",Công ty Cổ phần Tập đoàn FLC,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,Tin thường
5258,"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",2750000000.0,80.74,2,2,Tây,Bắc,Bàn giao nội thất full liền tường.,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
5259,"
        Dự án KĐT Linh Đàm, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1540000000.0,73.0,2,2,Đông-Bắc,Tây-Nam,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm 3 dự án thành phần: Khu nhà ở bán đảo Linh Đàm, Khu nhà ở Bắc Linh Đàm và Khu nhà ở Linh Đàm",20.97145652771,105.828170776367,Tin thường
5260,"
        Eco Dream, 300, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội
    ",2050000000.0,78.0,2,2,Tây-Bắc,,Full nội thất.,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,"27 tầng cao, 3 tầng hầm và 2 tầng TTTM",20.9830627441406,105.80908203125,Tin thường
5261,"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Nhật Tân, Tây Hồ, Hà Nội
    ",3300000000.0,89.0,3,2,Bắc,Nam,Chủ nhà đã làm đầy đủ nội thất,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
5262,"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",2750000000.0,80.74,2,2,Tây,Bắc,Bàn giao full nội thất liền tường với các thương hiệu nhập khẩu cao cấp.,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
5263,"
        Le Capitole, 27, Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội
    ",4500000000.0,94.0,3,2,,,"Đầy đủ nội thất nhập khẩu cao cấp, chỉ việc vào ở.",,1 tòa tháp cao 21 tầng,21.0086898803711,105.820510864258,Tin thường
5264,"
        Dự án Gemek Tower, Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội
    ",1500000000.0,73.0,2,2,Tây-Nam,Đông-Bắc,"Đầy đủ nội thất như: Tủ, giường, tivi, sofa, bàn ăn...",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Gồm 2 tòa tháp cao 34 tầng và 2 tầng hầm, 1 tầng lửng",21.0083923339844,105.73024749755899,Tin thường
5265,"
        Amber Riverside, 622, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2700000000.0,74.0,2,2,,,Có nội thất.,Công ty CP Kỹ nghệ và Hạ tầng Talin,Chung cư cao 23 tầng và 3 tầng hầm,20.9984855651855,105.86865997314501,Tin thường
5266,"
        Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3145000000.0,100.0,3,2,,,,Công ty CP Tập đoàn Sunshine,3 block cao 31 tầng,20.996685028076197,105.873847961426,Tin thường
5267,"
        Dự án Intracom Riverside, Xã Vĩnh Ngọc, Đông Anh, Hà Nội
    ",1600000000.0,76.0,2,2,,Đông-Nam,,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,3 block với tổng số 900 căn hộ,21.1250171661377,105.836883544922,Tin thường
5268,"
        Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội
    ",650000000.0,35.0,1,1,,,,,,20.9980038,105.8172118,Tin thường
5269,"
        Dự án Vinhomes Riverside, Phường Việt Hưng, Long Biên, Hà Nội
    ",2100000000.0,83.4,3,2,,Đông-Nam,Thô,Tập đoàn Vingroup,5 phân khu biệt thự gồm 1700 biệt thự,21.046094894409197,105.915542602539,Tin thường
5270,"
        Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",4300000000.0,103.2,3,2,Tây-Nam,Đông-Nam,"Full đồ nội thất, nhập khẩu.",Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường
5271,"
        Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",3600000000.0,100.0,3,2,Nam,Bắc,,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường
5272,"
        Ngõ 260, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội
    ",1300000000.0,40.0,1,1,Bắc,,,,,21.034916100000004,105.8253805,Tin thường
5274,"
        Dự án King Palace, 108 Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",4200000000.0,104.0,3,2,,,"Nội thất bàn giao cao cấp, full thiết bị vệ sinh, full thiết bị bếp. Sàn xương cá, điều hòa âm trần, full tủ quần áo âm tường.",Công ty CP Hoa Anh Đào,"2 block 36 tầng và 29 tầng, 3 tầng hầm",21.000291824340803,105.81600952148399,Tin thường
5275,"
        Dự án Việt Đức Complex, 39 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2800000000.0,93.0,3,2,Tây-Bắc,Đông-Nam,Full đồ.,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp,Gồm 2 tòa nhà  cao 23 tầng & 2 tòa nhà cao 27 tầng với 3 tầng hầm và 3 tầng văn phòng,20.9996452331543,105.799385070801,Tin thường
5276,"
        Dự án Green Stars, số 234 Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2000000000.0,66.8,2,2,,,,Công ty CP Ngôi sao An Bình,"Gồm 7 tòa tháp, 3 tòa A (A1, A2, A3) cao 27 tầng và 4 tòa B (B4, B5, B6, B7) cao 21 tầng",21.0523986816406,105.78018188476601,Tin thường
5277,"
        Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3800000000.0,112.0,3,2,,,"Nội thất đã hoàn thiện đầy đủ hết như sàn gỗ, trần thạch cao, thiết bị vệ sinh, nóng lạnh, điều hòa âm trần, 03 bộ giường tủ, sofa, tủ bếp, bếp từ nhập, thiết bị vệ sinh, ToTo, tivi, tủ lạnh, máy giặt",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường
5278,"
        Chung cư 60 Hoàng Quốc Việt, 60, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội
    ",3650000000.0,117.0,3,2,Đông,Tây,,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,"Tòa nhà cao 25 tầng, trong đó có 4 tầng văn phòng và dịch vụ",21.0465812683105,105.797393798828,Tin thường
5279,"
        Dự án Vinhomes Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",10500000000.0,138.0,3,3,Đông-Nam,Tây,,Tập đoàn Vingroup,gồm 2 tòa cao ốc 30 tầng,21.0229530334473,105.809814453125,Tin thường
5280,"
        Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội
    ",1800000000.0,70.0,2,1,,,,,,21.044106,105.8101164,Tin thường
5281,"
        Dự án King Palace, 108 Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",3700000000.0,113.0,3,2,,,Full nội thất cao cấp.,Công ty CP Hoa Anh Đào,"2 block 36 tầng và 29 tầng, 3 tầng hầm",21.000291824340803,105.81600952148399,Tin thường
5282,"
        Dự án King Palace, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",5200000000.0,125.0,3,2,,,"Full thiết bị vệ sinh, full thiết bị bếp, sàn xương cá, trần dật cấp, hệ thống cấp khí tươi uống nước tại vòi.",Công ty CP Hoa Anh Đào,"2 block 36 tầng và 29 tầng, 3 tầng hầm",21.000291824340803,105.81600952148399,Tin thường
5283,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1050000000.0,64.0,2,2,Đông-Nam,Tây-Bắc,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
5284,"
        Dự án Thăng Long Garden 250 Minh Khai, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội
    ",2380000000.0,92.0,3,2,,,"Sàn gỗ, trần thạch cao, nóng lạnh, điều hòa,tủ bếp, bêp, sofa, tivi, tủ lạnh, giường tủ các phòng...",Công ty CP May Thăng Long,"Gồm 3 khối nhà A1 (25 tầng), A2 (19 tầng), A3 (25 tầng)",20.993942260742198,105.857109069824,Tin thường
5285,"
        Phố 8/3, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội
    ",600000000.0,25.0,1,1,Tây-Bắc,Đông-Nam,,,,20.9986278,105.8604904,Tin thường
5286,"
        Dự án D’. Le Roi Soleil - Quảng An, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội
    ",5300000000.0,88.0,3,2,,,,Tân Hoàng Minh Group,"Gồm 2 tòa tháp căn hộ cao 25 tầng, 1 tòa tháp dịch vụ 8 tầng và 5 tầng hầm",21.064899444580103,105.827049255371,Tin thường
5287,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1100000000.0,69.5,2,2,Tây-Bắc,Đông-Nam,"Nội thất để lại: tủ bếp, sàn gỗ, điều hòa, bếp âm, thiết bị vệ sinh...",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
