Unnamed: 0.1,Index,titles,price,area,location,time
3271,3271,"
																Five Star Garden Kim Giang: mở bán 16 căn PentHouse và 5 căn ShopHouse cuối cùng, giá chỉ từ 35tr/m2
			",35 triệu,Diện tích: 104m2,Thanh Xuân,9 tháng trước
3272,3272,"
																Chuyên cho thuê căn 2pn, 3pn tại The emerald CT8 Mỹ Đình
			",13 triệu,Diện tích: 77m2,Bắc Từ Liêm,9 tháng trước
3273,3273,"
																Five Star West Lake - Five Star Tây Hồ: mở bán 19 căn hộ mới tinh, giá chỉ từ 58tr/m²
			",58 triệu,Diện tích: 126m2,Tây Hồ,9 tháng trước
3274,3274,"
																Căn hộ officetel D’capitale Trần Duy Hưng chỉ 1,5 tỷ. Lợi nhuận cho thuê 150 triệu/năm, 0902131816
			","1,5 tỷ",Diện tích: 38m2,Cầu Giấy,9 tháng trước
3275,3275,"
																Cho thuê căn hộ chung cư tại Dự án Seasons Avenue, Hà Đông, Hà Nội
			",Liên hệ,Diện tích: 80m2,Hà Đông,9 tháng trước
3276,3276,"
																Bán căn hộ 99 m2 tại chung cư the sun Mễ Trì
			","3,2 tỷ",Diện tích: 80m2,Bắc Từ Liêm,9 tháng trước
3277,3277,"
																Cho thuê căn hộ mã căn R2-2914 Toà nhà CT2 dự án Shunshine Revershine Tây Hồ
			",Liên hệ,Diện tích: 89m2,Tây Hồ,9 tháng trước
3278,3278,"
																HOT! HOT! HOT! Vinhomes Smart City - Đại Đô Thị Thông Minh - Đẳng Cấp Quốc Tế - Tặng Nhiều Ưu Đãi Hấp Dẫn. LH: 0938 020 233
			",Liên hệ,Diện tích: 60m2,Bắc Từ Liêm,9 tháng trước
3279,3279,"
																Bán chung cư Nhật Tảo 2 giá rẻ Hà Nội có Sổ Đỏ Riêng
			",750 triệu,Diện tích: 45m2,Bắc Từ Liêm,9 tháng trước
3280,3280,"
																Cần bán gấp căn hộ 3PN giá 35tr/m2 tại dự án Thăng Long Number1
			",35 triệu,Diện tích: 112m2,Bắc Từ Liêm,9 tháng trước
3281,3281,"
																Cần bán gấp căn hộ 3PN giá 35tr/m2 tại dự án Thăng Long Number1
			",35 triệu,Diện tích: 112m2,Bắc Từ Liêm,9 tháng trước
3282,3282,"
																Tôi đang cần bán gấp căn 91m2 tòa A5 An Bình- Bắc Từ Liêm- Hà Nội
			","3,05 tỷ",Diện tích: 91m2,Bắc Từ Liêm,9 tháng trước
3283,3283,"
																Chính chủ bán căn 3 ngủ 91m2 tòa A6 An Bình- Bắc Từ Liêm- Hà Nội
			",3 tỷ,Diện tích: 91m2,Bắc Từ Liêm,9 tháng trước
3284,3284,"
																Mùa đông này đón giáng sinh với The Zei-Trên du thuyền 5*
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3285,3285,"
																Muốn ngắm view sân Mỹ Đình- Không còn là nỗi lo nếu đặt mua căn hộ The Zei-Mỹ Đình
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3286,3286,"
																Mua ngay căn hộ 3pn-The Zei Mỹ Đình-Thừa hưởng không gian vườn treo số 1 tại Mỹ Đình.
			",Liên hệ,Diện tích: 103m2,Bắc Từ Liêm,9 tháng trước
3287,3287,"
																Sở Hữu Căn Hộ 3PN Thâu Tóm View Mặt Hồ Điều Hòa- The Zei Mỹ Đình
			",Liên hệ,Diện tích: 107m2,Bắc Từ Liêm,9 tháng trước
3288,3288,"
																Duy nhất trong T12/2019 tặng 6 suất chuyến du lịch tại Singarpore và Malaysia trị giá 40Tr
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3289,3289,"
																The Zei Mỹ Đình- CK 6%- Cơ hội nhận quà tặng 300Tr Trong T12/2019
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3290,3290,"
																THÀNH PHỐ THẲNG ĐỨNG THE ZEI VÀ NHỮNG DẤU MỐC QUAN TRỌNG
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3291,3291,"
																Mua nhà the zei-nhận ngay gói”chìa khóa trao tay” trị giá 300 triệu đồng
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3292,3292,"
																HÀNG HIẾM CĂN GÓC 3 NGỦ - 2 MẶT VIEW - TÒA TRUNG TÂM S1.02 - GIÁ RẺ BẤT NGỜ
			","2,412 tỷ",Diện tích: 75m2,Gia Lâm,9 tháng trước
3293,3293,"
																Chính chủ bán căn 3 ngủ 84m2 tòa A7 An Bình- Bắc Từ Liêm- Hà Nội
			","2,9 tỷ",Diện tích: 84m2,Bắc Từ Liêm,9 tháng trước
3294,3294,"
																CHỈ TỪ 500 TRIỆU SỞ HỮU NGAY CĂN HỘ 2PN #TOÀ MỚI ĐẸP NHẤT S1.02 PH N KHU SAPPHIRE 1 VINHOMES OCEAN PARK
			","1,331 tỷ",Diện tích: 43m2,Gia Lâm,9 tháng trước
3295,3295,"
																CHUNG CƯ CAO CẤP TSG LONG BIÊN - MUA NHÀ SANG - NHẬN 2 LƯỢNG VÀNG - CK 3,5%, ưu đãi 0%ls
			","2,333 tỷ",Diện tích: 83m2,Long Biên,9 tháng trước
3296,3296,"
																Vinhomes Ocean Park xuất hiện căn hộ 63m2 2PN 2WC siêu rẻ, rẻ hơn cả căn 55m2 1WC
			","1,878 tỷ",Diện tích: 63m2,Gia Lâm,9 tháng trước
3297,3297,"
																VINHOMES_OCEAN_PARK – MỞ BÁN TÒA MỚI S1.02 – TÒA CĂN HỘ ĐẸP NHẤT “BỘ 3 ÁNH SÁNG”
			","1,331 tỷ",Diện tích: 43m2,Gia Lâm,9 tháng trước
3298,3298,"
																Cho thuê chung cư căn hộ Metropolitan CT36 Định Công, Hoàng Mai, Hà Nội .
			",7 triệu,Diện tích: 75m2,Hoàng Mai,9 tháng trước
3299,3299,"
																Tôi đang cần bán gấp căn 2 ngủ 76,2m2 chung cư CT36 Xuân La- Tây Hồ - Hà Nội
			","2,438 tỷ",Diện tích: 76m2,Tây Hồ,9 tháng trước
3300,3300,"
																Chính chủ cần cho thuê căn hộ chung cư cao cấp tại 671 Hoàng Hoa Thám, Ba Đình, Hà Nội
			",Liên hệ,Diện tích: 90m2,Ba Đình,9 tháng trước
3301,3301,"
																Chính chủ cho thuê căn hộ Chung cư cao cấp Thăng Long No.1 số 1 Đại Lộ Thăng Long
			",Liên hệ,Diện tích: 125m2,Bắc Từ Liêm,9 tháng trước
3302,3302,"
																BÁN CĂN HỘ P1601 TOÀ A2 CHUNG CƯ ECOLIFE 58 TỐ HỮU, PHƯỜNG TRUNG VĂN, NAM TỪ LIÊM, HÀ NỘI
			",31 tỷ,Diện tích: 101m2,Bắc Từ Liêm,9 tháng trước
3303,3303,"
																Chính chủ cho thuê mặt bằng kinh doanh khu vực Nguyễn Chánh, Cầu Giấy hấp dẫn
			",166 triệu,Diện tích: 310m2,Cầu Giấy,9 tháng trước
3304,3304,"
																Những Con Số Bất Ngờ Về Thành Phố Thẳng Đứng THE ZEI
			","3,4 tỷ",Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3305,3305,"
																Mở bán đợt 1 chung cư cao cấp gần Vinhome Harmony chính sách cực tốt: 0911868835
			",Liên hệ,Diện tích: 50m2,Long Biên,9 tháng trước
3306,3306,"
																Bán căn hộ chung cư cao cấp Ngoại Giao Đoàn, 95 m2, 3PN, LH: 0363 207 431
			","3,37 tỷ",Diện tích: 95m2,Bắc Từ Liêm,9 tháng trước
3307,3307,"
																Cho thuê CCMN CHÍNH CHỦ Đình Thôn, Mỹ Đình
			",Liên hệ,Diện tích: 0m2,Bắc Từ Liêm,9 tháng trước
3308,3308,"
																Chính chủ cần bán nhà full nội thất tại địa chỉ: HH Linh Đàm . Hoàng Mai. Hà Nội.
			",950 ngàn,Diện tích: 61m2,Hoàng Mai,9 tháng trước
3309,3309,"
																DUY NHẤT 39 SUẤT MUA CHUNG CƯ CAO CẤP GIÁ RẺ TẠI ĐÔNG ANH HÀ NỘI - CHỈ 1.28 TỶ/CĂN HỘ 02 PHÒNG NGỦ!
			",Liên hệ,Diện tích: 0m2,Đông Anh,9 tháng trước
3310,3310,"
																Bán nhà căn góc tòa 19T3 KĐT Kiến Hưng, Hà Đông
			",970 triệu,Diện tích: 70m2,Hà Đông,9 tháng trước
3311,3311,"
																Chuyển nhượng căn hộ 84m2 ban công Đông Nam Kosmo Tây Hồ
			","4,2 tỷ",Diện tích: 84m2,Bắc Từ Liêm,9 tháng trước
3312,3312,"
																Chính chủ cắt lỗ 200tr căn 2 ngủ-54.8m Vinhomes Green Bay, 1.8 tỷ
			","1,8 tỷ",Diện tích: 54m2,Bắc Từ Liêm,9 tháng trước
3313,3313,"
																Cần bán căn hộ 2 ngủ chung cư Le Grand Jardin - Sài Đồng, Long Biên. Giá 1,5 tỷ
			","1,5 tỷ",Diện tích: 50m2,Long Biên,9 tháng trước
3314,3314,"
																Nhà sửa hết vào ở được ngay 1,9 tỷ full nội thất vào ở được luôn LH 0985409147
			","1,9 tỷ",Diện tích: 60m2,Bắc Từ Liêm,9 tháng trước
3315,3315,"
																Nhà 106m2 đồ cơ bản đẹp 3 ngủ HH2 Bắc Hà 23 tr/m2 LH 0985409147
			",23 triệu,Diện tích: 106m2,Bắc Từ Liêm,9 tháng trước
3316,3316,"
																Chính chủ bán căn hộ 14 tầng 6 An Binh Plaza số 97 Trần Bình VIEW BỂ BƠI 1.78 Tỷ
			",Liên hệ,Diện tích: 55m2,Bắc Từ Liêm,9 tháng trước
3317,3317,"
																Chính chủ bán căn hộ 14 tầng 6 An Binh Plaza số 97 Trần Bình VIEW BỂ BƠI
			",Liên hệ,Diện tích: -1m2,Bắc Từ Liêm,9 tháng trước
3318,3318,"
																BÁN CĂN HỘ SUNSHINE GARDEN GẦN VINHOME TIMES CITY. CHIẾT KHẤU CỰC GẮT ~11%. SẮP BÀN GIAO! FULL NỘI THẤT!
			","2,95 tỷ",Diện tích: 106m2,Hai Bà Trưng,9 tháng trước
3319,3319,"
																Chính chủ cần bán căn hộ tầng trung chung cư N03 phố Trần ... tầng 9 cầu thang 1.
			",28 triệu,Diện tích: 75m2,Cầu Giấy,9 tháng trước
3320,3320,"
																Chính chủ cho thuê 3 ngủ full đồ 9 tr/tháng 132m2 C14 Bắc Hà LH 0985409147
			",9 triệu,Diện tích: 132m2,Bắc Từ Liêm,9 tháng trước
3321,3321,"
																Chính chủ cần bán căn hộ chung cư Eco Home tại Đông Ngạc, Bắc Từ Liêm, Hà Nội
			",Liên hệ,Diện tích: 56m2,Bắc Từ Liêm,9 tháng trước
3322,3322,"
																Chính chủ bán căn hộ 3 ngủ tầng 11 dự án Tecco skyville Tứ Hiệp, Thanh Trì, HN
			","1,65 tỷ",Diện tích: 85m2,Thanh Trì,9 tháng trước
3323,3323,"
																Chính chủ cho thuê 3 ngủ 100m2 full đồ đẹp Tòa C báo nhân dân giá 650USD/tháng LH 0985409147
			","14,5 triệu",Diện tích: 100m2,Bắc Từ Liêm,9 tháng trước
3324,3324,"
																Chính chủ cần bán căn hộ tập thể tầng 4 - C3 ngõ 815 đường Giải Phóng (gần ngã 3 Giải Phóng - Kim Đồng).
			",1 tỷ,Diện tích: 65m2,Hoàng Mai,9 tháng trước
3325,3325,"
																Trong tháng 12 cơ hội được gói quà tặng trị giá 300tr và chiết khấu 6% tại The Zei-Mỹ Đình
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3326,3326,"
																The Zei Mỹ Đình- Chiết khấu “khủng” -quà tặng lên đến 300TR trong tháng 12/2019
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3327,3327,"
																Mua ngay căn hộ 3pn-The Zei Mỹ Đình-Thừa hưởng không gian vườn treo số 1 tại Mỹ Đình
			",Liên hệ,Diện tích: 103m2,Bắc Từ Liêm,9 tháng trước
3328,3328,"
																Sở Hữu Căn Hộ 3PN Thâu Tóm View Mặt Hồ Điều Hòa- The Zei Mỹ Đình
			",Liên hệ,Diện tích: 107m2,Bắc Từ Liêm,9 tháng trước
3329,3329,"
																Duy nhất trong T12/2019 tặng 6 suất chuyến du lịch tại Singarpore và Malaysia trị giá 40Tr
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3330,3330,"
																Mua nhà the zei-nhận ngay gói”chìa khóa trao tay” trị giá 300 triệu đồng
			",Liên hệ,Diện tích: 94m2,Bắc Từ Liêm,9 tháng trước
3331,3331,"
																Bán căn hộ mới trung tâm quận Thanh Xuân, 3PN, full nội thất cao cấp
			","2,75 tỷ",Diện tích: 89m2,Thanh Xuân,9 tháng trước
3332,3332,"
																Cho thuê CCMN tuyệt đẹp, gần Cầu Dậu, chùa Bằng A, Khu DT Linh Đàm, Quận Hoàng Mai - Hà Nội
			",Liên hệ,Diện tích: 40m2,Hoàng Mai,9 tháng trước
3333,3333,"
																Chính chủ bán gấp căn 2 ngủ 71,5m2 chung cư CT36 Xuân La- Tây Hồ - Hà Nội
			","2,645 tỷ",Diện tích: 71m2,Tây Hồ,9 tháng trước
3334,3334,"
																Tôi cần bán gấp căn 3 ngủ 98,7m2 chung cư CT36 Xuân La- Tây Hồ - Hà Nội
			","3,158 tỷ",Diện tích: 99m2,Tây Hồ,9 tháng trước
3335,3335,"
																Cho thuê căn hộ chung cư mini Nguyễn Khuyến, Trần Quý Cáp, Đống Đa HN.
			",Liên hệ,Diện tích: 30m2,Đống Đa,9 tháng trước
3336,3336,"
																Chính chủ cần cho thuê căn hộ – Pentstudio Tây Hồ 78m2 – 1PN – 2WC
			",18 triệu,Diện tích: 78m2,Tây Hồ,9 tháng trước
3337,3337,"
																Chính chủ cần bán căn hộ chung cư phòng 2816 HH4B khu đô thị Linh Đàm, Hoàng Mai, Hà Nội.
			",Liên hệ,Diện tích: 45m2,Hoàng Mai,9 tháng trước
3338,3338,"
																Chính chủ bán căn hộ tại CT 2 Nam Xala, XaLa, Hà Đông , Hà Nội
			",Liên hệ,Diện tích: 80m2,Hà Đông,9 tháng trước
3339,3339,"
																Chính chủ bán căn hộ tại căn 26 CT12C Kim Văn - Kim Lũ, Hoàng Mai, Hà Nội
			",Liên hệ,Diện tích: 73m2,Hoàng Mai,9 tháng trước
3340,3340,"
																Chính chủ bán gấp căn 2 ngủ 76m2 chung cư CT36 Xuân La- Tây Hồ - Hà Nội
			","2,4 tỷ",Diện tích: 76m2,Tây Hồ,9 tháng trước
3341,3341,"
																Tôi đang cần tiền bán gấp căn 2 ngủ 71,5m2 chung cư CT36 Xuân La- Tây Hồ - Hà Nội
			","2,059 tỷ",Diện tích: 71m2,Tây Hồ,9 tháng trước
3342,3342,"
																Bán căn hộ chung cư cao cấp Ngoại Giao Đoàn, 95 m2, 3PN, LH: 0968 967 096
			","3,35 tỷ",Diện tích: 95m2,Bắc Từ Liêm,9 tháng trước
3343,3343,"
																Chính chủ cho thuê căn hộ cao cấp Keangnam căn B4011
			",Liên hệ,Diện tích: 108m2,Bắc Từ Liêm,9 tháng trước
3344,3344,"
																Mua căn 3pn giá 2.9 tỷ tại Goldmark city, 0337928844
			","2,9 tỷ",Diện tích: 106m2,Bắc Từ Liêm,9 tháng trước
3345,3345,"
																SĂN NHÀ CUỐI NĂM - NHẬN NGAY DEAL KHỦNG 𝐓𝐒𝐆 𝐋𝐎𝐓𝐔𝐒 𝟏𝟗𝟎 #SÀI_ĐỒNG - TRUNG TÂM LONG BIÊN
			","2,333 tỷ",Diện tích: 83m2,Long Biên,9 tháng trước
3346,3346,"
																Chỉ còn 1 căn tầng đẹp: Giá 2.642 tỷ (có Vat, chưa chiết khấu) .Thanh toán thẳng chỉ còn : 2.412 tỷ. Rẻ hơn bảng hàng cdt hiện tại 200 triệu.
			","2,412 tỷ",Diện tích: 75m2,Gia Lâm,9 tháng trước
3347,3347,"
																CÓ NÊN CHỌN MUA SUNSHINE GARDEN (Cạnh Time City) TẠI THỜI ĐIỂM NÀY?
			","2,95 tỷ",Diện tích: 106m2,Hai Bà Trưng,9 tháng trước
3348,3348,"
																Cho thuê 2 ngủ 67m2 đồ cơ bản giá 8 triệu/tháng Eco Green Nguyễn Xiển  Lh 0985409147
			",8 triệu,Diện tích: 67m2,Thanh Trì,9 tháng trước
3349,3349,"
																Chính chủ cho thuê căn hộ khu tập thể Thanh Xuân Bắc.
			","4,5 triệu",Diện tích: 35m2,Thanh Xuân,9 tháng trước
3350,3350,"
																Bán căn hộ chung cư Kim Giang Thanh Xuân hơn 2 tỷ full nội thất
			","2,57 tỷ",Diện tích: 83m2,Thanh Xuân,9 tháng trước
3351,3351,"
																Căn hộ 63m2 2PN 2WC siêu rẻ, rẻ hơn cả căn 55m2 1WC giá chỉ 2.412 tỷ
			","2,412 tỷ",Diện tích: 63m2,Gia Lâm,9 tháng trước
3352,3352,"
																Mình bán căn hộ 3 ngủ 106m2 đò cơ bản  HH2 Bắc Hà 23 tr/m2 LH 0985409147
			",23 triệu,Diện tích: 106m2,Bắc Từ Liêm,9 tháng trước
3353,3353,"
																Căn hộ diện tích  43m2 thiết kế 1 ngủ+1 , tòa S1.02. Tầng trung đẹp, giá sau chiết khấu chỉ còn 1,410( đã bao gồm vat)
			","1,41 tỷ",Diện tích: 43m2,Gia Lâm,9 tháng trước
3354,3354,"
																Bán Gấp nhà Âu Cơ, Tây Hồ 70m 4 Tầng mt 8m giá 5 Tỷ.
			",5 tỷ,Diện tích: 70m2,Tây Hồ,9 tháng trước
3355,3355,"
																Gia đình tôi cần bán gấp Ch tòa nhà Mỹ Đình Plaza 2 - 70m2,2pn-lh:0906231383
			","2,2 tỷ",Diện tích: 77m2,Bắc Từ Liêm,9 tháng trước
3356,3356,"
																Bán chung cư Minh Đại Lộc 3 Sổ Đỏ Riêng chỉ 570tr
			",610 triệu,Diện tích: 33m2,Bắc Từ Liêm,9 tháng trước
3357,3357,"
																Chính chủ cần bán căn hộ chung cư Ruby City, Long Biên, Hà Nội
			",Liên hệ,Diện tích: 56m2,Long Biên,9 tháng trước
3358,3358,"
																Chính chủ bán căn hộ 2 ngủ FLC Phạm Hùng,đã có nội thất và sổ-lh:0906231383
			",2 tỷ,Diện tích: 78m2,Bắc Từ Liêm,9 tháng trước
3359,3359,"
																bán hoặc cho thuê căn hộ chung cư Kđt Nam Cường - Cổ Nhuế (ngõ 234 Hoàng Quốc Việt)
			","2,5 tỷ",Diện tích: 85m2,Cầu Giấy,9 tháng trước
3360,3360,"
																Chính chủ do không có nhu cầu sử dụng nên cần bán gấp căn hộ tại Northern Diamond Giang Biên,  Long Biên, Hà Nội
			",Liên hệ,Diện tích: 104m2,Long Biên,9 tháng trước
3361,3361,"
																Chính chủ cần bán căn hộ cao cấp  3 PN chung cư Samsora Premier  , 105 Chu Văn An, Hà Đông, HN
			",Liên hệ,Diện tích: 80m2,Hà Đông,9 tháng trước
3362,3362,"
																Mở bán chung cư Bea Sky Nguyễn Xiển 28tr/m, CK 5.55, vay ưu đãi 0%, full nội thất
			",28 tỷ,Diện tích: 68m2,Hoàng Mai,9 tháng trước
3363,3363,"
																Chính chủ cho thuê căn hộ khép kín mới tại D'edorado 659A Lạc Long Quân, Tây Hồ, Hà Nội
			",Liên hệ,Diện tích: 38m2,Tây Hồ,9 tháng trước
3364,3364,"
																Chính chủ bán căn hộ  tầng 5 nhà G khu 7,2ha Vĩnh Phúc, quận Ba Đình, Hà Nội,
			","1,6 tỷ",Diện tích: 60m2,Ba Đình,9 tháng trước
3365,3365,"
																Chính chủ cần bán căn hộ 2124,Tòa VP6 Linh Đàm, Hoàng Mai, HN
			",Liên hệ,Diện tích: 66m2,Hoàng Mai,9 tháng trước
3366,3366,"
																Chính chủ cần cho thuê chung cư Golden West Lê Văn Thiêm, Thanh Xuân, Hà Nội.
			",Liên hệ,Diện tích: 85m2,Thanh Xuân,9 tháng trước
3367,3367,"
																Chính chủ cần cho thuê chung cư Euroland Mỗ Lao, Hà Đông, Hà Nội.
			",Liên hệ,Diện tích: 134m2,Hà Đông,9 tháng trước
3368,3368,"
																Bán nhà 2 ngủ 75m2 2,4 tỷ CT2B Nghĩa Đô nhà đã làm nội thất Lh 0374760698
			","2,4 tỷ",Diện tích: 75m2,Bắc Từ Liêm,9 tháng trước
3369,3369,"
																Cần Bán căn hộ 77m-2.2tỷ tòa CLAND 81 Lê Đức Thọ-Mỹ Đình-lh:0906231383
			","2,2 tỷ",Diện tích: 77m2,Bắc Từ Liêm,9 tháng trước
3370,3370,"
																Bán nhà 2 ngủ 75m2 2,4 tỷ CT2B Nghĩa Đô nhà đã làm nội thất Lh 0374760698
			","2,4 tỷ",Diện tích: 75m2,Bắc Từ Liêm,9 tháng trước
3371,3371,"
																Mua nhà đón tết CT2b Nghĩa Đô 2 ngủ  1,9 tỷ full nội thất vào ở được luôn LH 0985409147
			","1,9 tỷ",Diện tích: 60m2,Bắc Từ Liêm,9 tháng trước
3372,3372,"
																CHÍNH CHỦ CHO THUÊ CĂN CCMN TẠI SỐ 27 NGÕ 28/8 PHỐ ĐẠI LINH - TRUNG VĂN - HÀ NỘI - 0936810307
			",Liên hệ,Diện tích: 40m2,Bắc Từ Liêm,9 tháng trước
3373,3373,"
																Chính chủ bán căn hộ tầng trung, tòa 8A, khu đô thị Đại Thanh, Thanh Trì, Hà Nội
			",Liên hệ,Diện tích: 0m2,Thanh Trì,9 tháng trước
3374,3374,"
																Cho thuê căn hộ Sunshine Riverside quận Tây Hồ, Hà Nội
			",Liên hệ,Diện tích: 65m2,Tây Hồ,9 tháng trước
3375,3375,"
																Muốn ngắm view sân Mỹ Đình- Không còn là nỗi lo nếu đặt mua căn hộ The Zei-Mỹ Đình
			",Liên hệ,Diện tích: 103m2,Bắc Từ Liêm,9 tháng trước
3376,3376,"
																Cho thuê căn hộ VOV mễ Trì  2 ngủ full giá 7,5 tr/tháng  LH 0985409147
			","7,5 triệu",Diện tích: 85m2,Bắc Từ Liêm,9 tháng trước
3377,3377,"
																Mua ngay căn hộ 3pn-The Zei Mỹ Đình-Thừa hưởng không gian vườn treo số 1 tại Mỹ Đình.
			",Liên hệ,Diện tích: 103m2,Bắc Từ Liêm,9 tháng trước
3378,3378,"
																Sở Hữu Căn Hộ 3PN Thâu Tóm View Mặt Hồ Điều Hòa- The Zei Mỹ Đình
			",Liên hệ,Diện tích: 107m2,Bắc Từ Liêm,9 tháng trước
3379,3379,"
																Căn hộ đồ cơ bản CT2/C14 Bắc Hà 82,5m2 cho thuê 7,5 tr/tháng LH 0985409147
			","7,5 triệu",Diện tích: 82m2,Bắc Từ Liêm,9 tháng trước
3380,3380,"
																Tôi đang cần tiền bán gấp căn 76,4m2 chung cư 36 Xuân La- Tây Hồ- Hà Nội
			","2,15 tỷ",Diện tích: 76m2,Tây Hồ,9 tháng trước
3381,3381,"
																Cho thuê căn hộ VOV mễ Trì  2 ngủ full giá 7,5 tr/tháng  LH 0985409147
			","7,5 triệu",Diện tích: 85m2,Bắc Từ Liêm,9 tháng trước
3382,3382,"
																Bán căn hộ chung cư 789 Mỹ Đình 1, quận Nam Từ Liêm, Hà Nội.
			",Liên hệ,Diện tích: 90m2,Bắc Từ Liêm,9 tháng trước
3383,3383,"
																Chính chủ cần bán căn hộ mi ni tại tháp Tây, làng quốc tế Thăng Long, Trần Đăng Ninh
			",Liên hệ,Diện tích: 98m2,Cầu Giấy,9 tháng trước
3384,3384,"
																Chính chủ bán căn hộ chung cư Xuân Mai Complex, Dương Nội, Hà Đông - Hà Nội.
			",Liên hệ,Diện tích: 86m2,Hà Đông,9 tháng trước
3385,3385,"
																Cho thuê căn hộ Vinhomes Metropolis 66m2 2PN Full nội thất 36tr LH:0906.052.568
			",36 triệu,Diện tích: 66m2,Ba Đình,9 tháng trước
3386,3386,"
																Chính chủ bán chung cư  căn góc  tầng 26 tòa CT1, ECOGREEN Nguyễn Xiển cực đẹp.
			",Liên hệ,Diện tích: 100m2,Thanh Xuân,9 tháng trước
3387,3387,"
																Cho thuê căn hộ chung cư Mandarin Garden 2 - 99 Tân Mai, Hoàng Mai, Hà Nội .
			",Liên hệ,Diện tích: 100m2,Hoàng Mai,9 tháng trước
3388,3388,"
																Bán căn chung cư 10 phút lái xe lên bờ hồ giá 4,5 tỷ
			","4,5 tỷ",Diện tích: 126m2,Hai Bà Trưng,9 tháng trước
3389,3389,"
																Hong ha eco city - Sở hữu căn 3PN giá tốt chỉ từ 1.8ty/căn full nội thất cao cấp
			","1,8 tỷ",Diện tích: 85m2,Thanh Trì,9 tháng trước
3390,3390,"
																Bán căn hộ hướng Tây Bắc, tầng trung, 81m2 bao phí
			","3,6 tỷ",Diện tích: 81m2,Bắc Từ Liêm,9 tháng trước
3391,3391,"
																Bán gấp căn hộ tầng đẹp căn 08 tòa ct3,Iris Garden, 60m2, cắt lỗ 100 triệu, 0337117838
			",2 tỷ,Diện tích: 78m2,Bắc Từ Liêm,9 tháng trước
3392,3392,"
																Bán Gấp Căn Hộ 2PN full Nội thất + Sổ(bao tên) Goldmark City 136 Hồ Tùng Mậu
			",2 tỷ,Diện tích: 78m2,Bắc Từ Liêm,9 tháng trước
3393,3393,"
																Bán căn góc tòa C3, 3PN, 3VS, Căn góc rộng nhất dự án, ban công Tây Bắc
			",Liên hệ,Diện tích: 121m2,Cầu Giấy,9 tháng trước
3394,3394,"
																CHO THUÊ CĂN HỘ R4- 2315 ROYAL CITY -  THANH XUÂN – HÀ NỘI
			",Liên hệ,Diện tích: 130m2,Thanh Xuân,9 tháng trước
3395,3395,"
																Chính chủ bán căn hộ tập thể tầng 5, số 172 giải Phóng, Thanh Xuân, Hà Nội
			","1,4 tỷ",Diện tích: 53m2,Thanh Xuân,9 tháng trước
3396,3396,"
																Five Star West Lake Tây Hồ: mở bán 19 căn cuối, giá chỉ từ 58tr/m²
			",58 triệu,Diện tích: 126m2,Tây Hồ,9 tháng trước
3397,3397,"
																TÔI CHÍNH CHỦ MUỐN BÁN GẤP CĂN HỘ TẠI PHẠM NGỌC THẠCH, ĐỐNG ĐA,HÀ NỘI.
			",Liên hệ,Diện tích: 90m2,Đống Đa,9 tháng trước
3398,3398,"
																Chính chủ bán căn góc tòa 96 Định Công, quận Thanh Xuân, diện tích 114m2, 3 phòng ngủ, sđcc
			","2,35 tỷ",Diện tích: 114m2,Thanh Xuân,9 tháng trước
3399,3399,"
																Bán cắt lỗ căn 2pn 2wc FLC 36 Phạm Hùng giá 2.1 tỷ bao phí
			","2,1 tỷ",Diện tích: 70m2,Bắc Từ Liêm,9 tháng trước
3400,3400,"
																CHO THUÊ PHÒNG CHUNG CƯ TÂN MAI ĐẸP FULL ĐỒ- 2.8 tr/tháng
			",Liên hệ,Diện tích: 86m2,Hoàng Mai,9 tháng trước
3401,3401,"
																Bán 2 căn hộ chung cư căn M1 1706 và M2 1705 chung cư 6 TH Element Tây Hồ, Hà Nội
			",Liên hệ,Diện tích: 86m2,Tây Hồ,9 tháng trước
3402,3402,"
																Căn hộ chung cư green Stars view đẹp tâng thấp, chỉ 2.1 tỷ .#0987697097#
			","2,1 tỷ",Diện tích: 67m2,Bắc Từ Liêm,9 tháng trước
3403,3403,"
																Căn hộ chung cư green Stars view đẹp tâng thấp, chỉ 2.1 tỷ .#0987697097#
			","2,1 tỷ",Diện tích: 67m2,Bắc Từ Liêm,9 tháng trước
3404,3404,"
																Làm thế nào thuê chung cư Riverside Garden 349 Vũ Tông Phan đẹp mà rẻ, chỉ có cách lh: 0978779248
			",12 triệu,Diện tích: 52m2,Thanh Xuân,9 tháng trước
3405,3405,"
																Cho thuê căn hộ chung cư 3pn, diện tích 130m2, R4-2315 Khu đô thị Royal City
			",23 triệu,Diện tích: 130m2,Thanh Xuân,9 tháng trước
