Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin,Quan
"
        Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội
    ",1300000000.0,27.0,1,1,5,8,2,1,6 Tòa tháp căn hộ cao từ 30-38 tầng,20.9919490814209,105.940048217773,0,361
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1650000000.0,59.0,2,1,5,8,2,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3500000000.0,97.57,3,3,2,1,2,151,,21.081007003784197,105.81809234619101,0,877
"
        Dự án Booyoung, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2540000000.0,101.0,3,2,5,8,2,70,6 toà nhà cao 30 tầng và 3 tầng hầm,20.9824485778809,105.782279968262,0,1376
"
        Dự án Anland LakeView, Đường Ngô Thì Nhậm, Phường Dương Nội, Hà Đông, Hà Nội
    ",1620000000.0,57.0,2,2,7,6,1,177,GĐ1 gồm 2 tháp A-B cao 34 tầng,20.9830436706543,105.757339477539,0,1376
"
        Dự án Mỹ Đình II, Đường Trần Hữu Dực, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",2450000000.0,93.0,3,2,7,6,2,208,,21.0315856933594,105.768203735352,0,1538
"
        Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",3450000000.0,98.0,3,2,7,6,2,366,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,0,1038
"
        Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",4600000000.0,124.0,3,2,8,6,0,162,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,0,658
"
        Berriver Long Biên, 390, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",2100000000.0,65.0,2,1,8,5,0,162,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,0,658
"
        Dự án Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội
    ",1000000000.0,56.0,2,1,6,7,0,177,1.955 căn biệt thự,20.983570098877,105.772262573242,0,1376
"
        Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",1470000000.0,83.3,2,2,6,7,0,177,1.955 căn biệt thự,20.983570098877,105.772262573242,0,1376
"
        Dự án Le Grand Jardin Sài Đồng, Phường Phúc Đồng, Long Biên, Hà Nội
    ",2800000000.0,105.0,3,2,6,7,0,162,1120 căn hộ,21.0295810699463,105.850410461426,0,658
"
        Dự án Tháp doanh nhân Tower, Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",1600000000.0,88.0,3,2,5,8,0,29,"Dự án bao gồm 5 tầng hầm và 45 tầng nổi, 02 tầng lửng",20.9753150939941,105.78067779541,0,1376
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1900000000.0,69.0,2,2,5,8,1,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",4300000000.0,160.0,4,3,7,6,2,1403,"19 căn / sàn; gồm 2 sảnh A và B; sảnh A:9 căn, sảnh B:10 căn và các căn biệt thự, liền kề",21.0365676879883,105.760482788086,0,1538
"
        Dự án Northern Diamond, Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội
    ",3650000000.0,116.0,3,2,7,6,0,25,Gồm 2 tòa tháp cao 19 tầng,21.031446456909197,105.900825500488,0,658
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5500000000.0,117.0,3,2,4,3,1,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án The Zen Residence, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội
    ",3300000000.0,99.0,3,2,5,8,1,105,Gồm 3 Block chung cư cao 35 tầng,20.965379714965803,105.850639343262,0,1134
"
        Dự án Vinhomes Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội
    ",4600000000.0,86.0,2,2,7,6,1,1403,gồm 2 tòa cao ốc 30 tầng,21.0229530334473,105.809814453125,0,352
"
        Dự án Imperia Garden, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2750000000.0,86.0,2,2,5,8,1,123,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,0,1151
"
        Dự án Vinhomes Symphony Riverside, Phường Việt Hưng, Long Biên, Hà Nội
    ",4900000000.0,126.6,3,2,7,6,0,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1050000000.0,63.0,2,1,6,7,2,447,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,0,1376
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1900000000.0,69.2,2,2,5,6,2,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Golden Land, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3300000000.0,111.0,3,2,6,7,2,19,Gồm: 3 tòa,20.9934864044189,105.80690765380899,0,1151
"
        Dự án The Two Residence - Gamuda Garden, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội
    ",1150000000.0,45.0,1,1,7,6,3,105,"Gồm 2 tòa hình chữ L cao 27 tầng và 30 tầng, 3 dãy nhà phố thương mại",20.970058441162106,105.87777709960899,0,1134
"
        Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3100000000.0,108.0,3,2,7,6,3,366,3 block cao 31 tầng,20.996685028076197,105.873847961426,0,864
"
        Dự án Thang Long Number One, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",2900000000.0,87.0,2,2,7,6,1,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",1300000000.0,33.0,1,1,4,3,1,1,,21.0371049,105.7860054,0,1034
"
        Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",2200000000.0,81.7,2,2,6,7,2,126,"1 tòa tháp chung cư 40 tầng, 4 tòa tháp chung cư 38 tầng, 3 tòa tháp chung cư 36 tầng",20.9732913970947,105.82000732421899,0,1134
"
        Dự án The One Residence - Gamuda Garden, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội
    ",1550000000.0,64.0,2,2,7,6,2,105,"Gồm 2 tòa nhà Nam và Bắc, cao 26 tầng, 2 tầng nổi đỗ xe và 24 tầng căn hộ",20.969203948974602,105.876914978027,0,1134
"
        The Zei Mỹ Đình, 8, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",3260000000.0,84.0,2,2,7,6,2,64,891 căn hộ,21.029411315918,105.768753051758,0,1538
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1450000000.0,60.1,2,1,6,7,3,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Vinhomes West Point, Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3100000000.0,63.0,2,2,6,7,1,1403,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,0,1538
"
        Dự án Chelsea Park, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2950000000.0,100.0,2,2,7,6,2,32,2 tòa cao ốc 17 tầng là tòa Bắc và tòa Nam,21.0190162658691,105.79320526122999,0,1034
"
        Dự án The Sparks, Phường Dương Nội, Hà Đông, Hà Nội
    ",1400000000.0,86.0,2,2,5,8,2,177,14 block,20.9798679351807,105.74391937255899,0,1376
"
        Dự án Green Pearl 378 Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4800000000.0,139.0,3,3,6,7,2,16,"Gồm 2 tòa chung cư - 504 căn hộ cao cấp và 69 căn nhà phố, liền kề và biệt thự",20.9965381622314,105.863388061523,0,864
"
        Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội
    ",2700000000.0,71.4,2,2,6,7,0,42,"Gần 100 lô liền kề, biệt thự",21.0371780395508,105.87306976318399,0,658
"
        Sky Park Residence, số 3, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",3900000000.0,72.0,2,2,1,2,0,113,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,0,1034
"
        Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội
    ",1800000000.0,100.0,3,2,3,7,1,49,,21.0096874237061,105.72159576416,0,193
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3890000000.0,104.0,3,2,6,8,1,1403,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,0,1538
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",4410000000.0,112.0,3,3,5,7,1,1403,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,0,1538
"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",5000000000.0,186.0,5,3,7,8,1,245,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,0,1038
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3890000000.0,104.0,3,3,6,7,1,1403,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,0,1538
"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2950000000.0,82.0,2,2,4,3,0,1403,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,0,864
"
        Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3200000000.0,95.0,2,2,3,4,0,1403,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,0,864
"
        Dream Land Bonanza, 23, Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",2600000000.0,71.0,2,2,3,4,0,1,2 tòa tháp cao 30 tầng,21.0313606262207,105.780097961426,0,1034
"
        Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",2200000000.0,100.0,3,2,3,4,0,39,Gồm các tòa nhà cao tầng và nhà thấp tầng,21.0341358184814,105.764106750488,0,1538
"
        Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1500000000.0,54.0,2,2,3,4,0,75,"03 tầng hầm, 4 block căn hộ cao từ 24 – 27 tầng",20.9605541229248,105.845962524414,0,1134
"
        The Garden Hills - 99 Trần Bình, 99, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",2350000000.0,87.0,2,2,3,4,0,30,"Gồm 2 khối nhà 29 tầng (HH2) và 25 tầng (HH1), có chung khối đế 5 tầng với 2 tầng hầm",21.0304050445557,105.777030944824,0,1538
"
        Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",4300000000.0,120.0,3,2,7,6,2,12,Gồm 36 tầng nổi và 2 tầm hầm,21.005578994751,105.803749084473,0,1151
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3400000000.0,83.0,2,2,4,4,0,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường An Đào, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1880000000.0,69.0,2,2,4,3,2,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Tây Nam Đại học Thương Mại, Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội
    ",2200000000.0,86.0,2,2,4,3,2,1,Gồm: 2 tầng hầm và 21 tầng,21.035680770874,105.771202087402,0,1034
"
        Dự án The Emerald, Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.
    ",3000000000.0,110.0,3,2,5,5,1,1,Gồm 2 khối nhà cao 30 tầng,21.022161483764602,105.771797180176,0,1538
"
        Dự án Home City - Trung Kính Complex, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2350000000.0,65.0,2,2,5,8,0,121,"4 tòa tháp V1, V2, V3, V4 có chiều cao 25 – 30 tầng (1 tầng hầm)",21.0160980224609,105.79248809814501,0,1034
"
        Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1430000000.0,73.0,3,2,7,8,2,126,"1 tòa tháp chung cư 40 tầng, 4 tòa tháp chung cư 38 tầng, 3 tòa tháp chung cư 36 tầng",20.9732913970947,105.82000732421899,0,1134
"
        Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",2600000000.0,86.0,2,2,7,6,2,40,"Gồm nhà chung cư, biệt thự, liền kề",21.0292377471924,105.79385375976601,0,1034
"
        Dự án Handi Resco Lê văn Lương, 31 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3300000000.0,99.0,3,2,7,6,2,59,Gồm hai khối nhà chung cư kết hợp dịch vụ thương mại và nhà văn phòng cho thuê,21.0034675598145,105.802444458008,0,1151
"
        Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",4650000000.0,145.0,3,3,7,6,1,1403,Gồm: 6 tòa,21.002666473388697,105.8154296875,0,1151
"
        Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội
    ",3000000000.0,95.0,3,2,7,6,1,102,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,0,207
"
        Dự án Hồ Gươm Plaza, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",3800000000.0,141.0,3,2,7,6,1,11,"Gồm 3 toà tháp A, B, C và 3 tầng hầm",20.979290008544897,105.78546142578101,0,1376
"
        Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",900000000.0,68.48,2,2,3,4,1,33,"Gồm 3 khu đô thị, trong đó có chung cư, nhà thấp tầng, nhà liền kề, biệt thự",20.9397029876709,105.787254333496,0,1376
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",4600000000.0,95.0,3,2,3,4,1,285,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,0,1034
"
        Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",900000000.0,66.0,2,2,3,4,1,33,"Gồm 3 khu đô thị, trong đó có chung cư, nhà thấp tầng, nhà liền kề, biệt thự",20.9397029876709,105.787254333496,0,1376
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4400000000.0,100.0,3,2,3,4,2,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án Đồng Phát Park View Tower, Đường Tân Mai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội
    ",1900000000.0,72.0,2,2,3,4,1,9,Gồm 2 nguyên đơn cao 30 tầng,20.9800987243652,105.87424468994101,0,1134
"
        Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",2100000000.0,59.48,2,2,3,4,1,162,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,0,658
"
        Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",890000000.0,70.0,2,2,3,4,2,33,"Gồm 3 khu đô thị, trong đó có chung cư, nhà thấp tầng, nhà liền kề, biệt thự",20.9397029876709,105.787254333496,0,1376
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",2870000000.0,81.5,3,2,3,4,3,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Discovery Complex, 302 Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",3700000000.0,96.5,2,2,7,6,3,19,"Gồm 3 tòa tháp cao 38-50 tầng, trung tâm thương mại từ tầng 1-5",21.0350513458252,105.794975280762,0,1034
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",3400000000.0,70.0,2,2,7,6,1,285,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,0,1034
"
        Dự án GoldSilk Complex, Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",2950000000.0,120.4,3,3,6,5,0,35,Gồm 01 tổ hợp thương mại và nhà ở gồm 2 tòa nhà tháp cao 32 tầng,20.97843933105469,105.77264404296899,0,1376
"
        Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội
    ",3800000000.0,102.0,2,2,8,2,0,14,Gồm 2 tháp A và B cao 31 tầng,21.0124912261963,105.811317443848,0,352
"
        Dự án Golden West, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2300000000.0,82.5,2,2,8,5,0,12,"Gồm 3 tầng hầm, 27 tầng",21.0020389556885,105.80166625976601,0,1151
"
        Dự án D'EL Dorado, đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội
    ",3600000000.0,88.0,2,2,8,5,0,285,Gồm 1 tòa nhà cap 27 tầng và 3 tầng hầm,21.069709777832,105.811210632324,0,877
"
        Dự án Nghĩa Đô, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2950000000.0,85.0,3,2,8,5,0,29,"8,2 ha, gồm 57 lô nhà vườn và biệt thự sang trọng, 6 tòa nhà cao tầng từ 19-25 tầng",21.0505809783936,105.79224395752001,0,1038
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",3300000000.0,77.0,2,2,6,7,2,285,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,0,1034
"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",3000000000.0,93.5,3,2,7,6,2,245,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,0,1038
"
        Dự án GoldSeason, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2550000000.0,73.0,2,2,6,7,2,1,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,0,1151
"
        Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3200000000.0,90.0,2,2,1,1,2,1403,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,0,864
"
        Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội
    ",1300000000.0,27.0,1,2,1,2,2,1,,20.9946633,105.8496907,0,864
"
        Ecolife Capitol, 58, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội
    ",2800000000.0,95.0,3,2,7,6,2,43,"3 tầng hầm, 2 tòa chung cư, 1 tòa officetel - condotel",20.9945335388184,105.789390563965,0,1538
"
        198, Phố Xã Đàn, Phường Hàng Bột, Đống Đa, Hà Nội
    ",860000000.0,39.0,1,1,5,6,1,1,,21.0161963,105.83204340000002,0,352
"
        Dự án FLC Star Tower, Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội
    ",1750000000.0,74.6,2,2,5,8,1,106,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,0,1376
"
        Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",1850000000.0,86.0,2,2,5,8,1,39,Gồm các tòa nhà cao tầng và nhà thấp tầng,21.0341358184814,105.764106750488,0,1538
"
        Dự án Sông Hồng Park View, Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội
    ",4800000000.0,125.0,3,2,7,6,1,5,"Gồm 2 khối nhà 21 tầng được liên kết thành hình chữ U, khối văn phòng ở giữa cao 11 tầng",21.014835357665998,105.81726837158199,0,352
"
        Dự án Sudico Mỹ Đình, Đường Trần Văn Lai, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",3000000000.0,133.0,3,2,7,6,0,22,"Gồm khu nhà ở, biệt thự, nhà vườn",21.0174350738525,105.780395507813,0,1538
"
        Dự án Northern Diamond, Phường Long Biên, Long Biên, Hà Nội
    ",3200000000.0,94.4,2,2,5,8,1,25,Gồm 2 tòa tháp cao 19 tầng,21.031446456909197,105.900825500488,0,658
"
        Dự án Yên Hòa, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2700000000.0,94.0,3,2,6,7,1,141,,21.0187587738037,105.794776916504,0,1034
"
        Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",2500000000.0,98.0,3,2,8,6,1,22,"Gồm khu nhà ở, biệt thự, nhà vườn",21.0174350738525,105.780395507813,0,1538
"
        Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.
    ",1850000000.0,57.0,2,1,7,6,1,22,"Gồm khu nhà ở, biệt thự, nhà vườn",21.0174350738525,105.780395507813,0,1538
"
        Phường Trương Định, Hai Bà Trưng, Hà Nội
    ",1300000000.0,42.0,1,2,1,2,1,1,,20.994455930658,105.849151145011,0,864
"
        Dự án The Garden, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",4250000000.0,109.0,2,2,6,7,2,23,,21.0151195526123,105.77783203125,0,1538
"
        Dự án Imperia Garden, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",4200000000.0,106.0,3,2,7,6,2,123,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,0,1151
"
        Dự án 6th Element, Đường Nguyễn Văn Huyên, Phường Xuân La, Tây Hồ, Hà Nội
    ",3650000000.0,87.0,2,2,7,6,2,153,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,0,877
"
        Dự án Imperia Garden, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",4800000000.0,120.0,3,2,7,6,2,123,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,0,1151
"
        Dự án Hinode City, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội
    ",5400000000.0,105.0,3,2,6,7,0,14,1099 căn hộ,20.9959945678711,105.86126708984399,0,864
"
        Dự án Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội, Phường Yên Nghĩa, Hà Đông, Hà Nội
    ",1050000000.0,61.94,2,2,7,6,0,1,,20.9540576934814,105.740982055664,0,1376
"
        Dự án Vinhomes Symphony Riverside, Phường Việt Hưng, Long Biên, Hà Nội
    ",2100000000.0,55.8,2,1,7,6,2,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5500000000.0,119.0,3,2,3,3,0,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án Làng Quốc tế Thăng Long, Đường Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",3800000000.0,108.0,2,2,5,8,0,10,Tổ hợp toà nhà ở đa năng 28 tầng,21.0402507781982,105.791084289551,0,1034
"
        Dự án VP5 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1450000000.0,61.5,2,2,8,5,0,447,"Quy mô 4563,2m2; cao 32 tầng, bao gồm tầng hầm, trung tâm thương mại, khu dịch vụ tổng hợp, sinh hoạt chung và căn hộ có diện tích từ 43m2 - 72m2",20.9635620117188,105.831611633301,0,1134
"
        Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",4200000000.0,109.0,3,2,8,5,1,40,Gồm 2 tòa nhà cao 30 tầng,20.9981651306152,105.80150604247999,0,1151
"
        Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",3100000000.0,101.0,3,2,8,5,1,40,"Gồm nhà chung cư, biệt thự, liền kề",21.0292377471924,105.79385375976601,0,1034
"
        Dự án Sunshine Golden River, Đường Nguyễn Văn Huyên, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",7900000000.0,142.5,3,2,3,4,1,366,01 tòa chung cư cao 35 tầng và khu nhà 5 tầng với 60 căn biệt thự liền kề,21.0786514282227,105.802612304688,0,877
"
        GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2400000000.0,74.0,2,2,3,4,2,1,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,0,1151
"
        Dự án Anland 2, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội
    ",8600000000.0,179.0,4,0,3,4,2,177,"2 tháp A và B cao 25 tầng, 2 tầng hầm, 2 tầng thương mại và 575 căn hộ cao cấp, 19 căn shophouse",20.9763450622559,105.76149749755899,0,1376
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1180000000.0,47.1,1,1,8,5,2,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
