TITLE,Dia Chi,Loai Thong Tin,So Phong Ngu,So Toilet,Huong Nha,Ban Cong,Muc Gia,Dien Tich,Ngay Dang,Anh chup
 Căn hộ 3 phòng ngủ 90m2 chung cư Green Pearl 378 Minh Khai,,,,,,,Thỏa thuận,90 m²,03/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/08/25/20200825105520-3a7f_wm.jpg']
" Căn hộ 3PN đẹp nhất chung cư cao cấp Sun Ancora số 3 Lương Yên view thành phố, trung tâm Hà Nội",,,,,,,Thỏa thuận,3 PN,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/02/19/20200219105423-8871_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/19/20200219105423-7850_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/19/20200219105433-9235_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/19/20200219105434-074f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/19/20200219105434-7c47_wm.jpg']"
" Căn hộ 95m2 tầng trung, view sông Hồng tại Times City, gía chỉ 3.15 tỷ bao phí",,,,,,,3.15 tỷ,95 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145900-7627_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145900-85fc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145858-8b18_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145858-48dd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145858-1021_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145900-a15b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145901-fa76_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001145901-8f79_wm.jpg']"
 Căn hộ Duplex view sông Hồng đẹp nhất trong các dự án cao cấp tại Hà Nội chủ đầu tư Sungroup,,,,,,,12.5 tỷ,190 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2018/09/11/20180911181151-057d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/09/11/20180911181205-f012_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/09/11/20180911181205-5e34_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/09/11/20180911181135-dd57_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/09/11/20180911181135-b8ff_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/09/11/20180911181135-5a80_wm.jpg']"
" Căn hộ HDI Tower - 55 Lê Đại Hành, 7,8 tỷ/căn góc 2PN + 1 đa năng, KM 100 triệu, hỗ trợ vay vốn",,,,,,,7.8 tỷ,91.1 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085932-ef77_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085932-ae2e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085932-c905_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085932-9293_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085933-24f1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085933-c181_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085932-2d88_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106085937-df54_wm.jpg']"
" Căn hộ mặt phố Cẩm Hội 70m2, kinh doanh tốt","Phố Cảm Hội, Phường Đống Mác, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Đông-Nam,2.95 tỷ,70 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807145204-bce6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/19/20200819093029-a0c0.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818231018-5070_wm.jpg']"
 Căn hộ tối giản kiểu Nhật giữa quận trung tâm - Siêu phẩm giá tốt,,,,,,,2.1 tỷ,72 m²,17/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131202-c654_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131159-1a3b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131201-5e96_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131111-bfd2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131128-e35c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131053-59b1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917131129-20c7_wm.jpg']"
" Căn hộ vàng làm mưa làm gió tại Times City, bán căn hoa hậu 87m2, tòa T05, tầng trung, giá 3,25 tỷ",,,,,,,3.25 tỷ,87 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001221628-9760_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001221628-6718_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001221628-e564_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001221628-ca7f_wm.jpg']"
" Cần nhượng lại căn hộ 90m2 Ancora Lương Yên 4,6 tỷ bao phí",,,,,,,4.6 tỷ,90 m²,01/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001152926-61cf_wm.jpg']
 Cần tiền bán cắt lỗ căn hộ 1 PN giá rẻ,,,,,,,Thỏa thuận,1 PN,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006094701-de58_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006094701-e0bc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006094701-bac8_wm.jpg']"
" Cần tiền bán gấp căn 87m2 - 2PN sáng tại T05 Times City, giá 3,2 tỷ bao phí - LH: 0962.984.823",,,,,,,3.2 tỷ,87 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007190818-8fdd_wm.jpg']
" Cần tiền bán gấp CC Times City 118m2, 3PN, để lại full nội thất, giá 4 tỷ bao tên",,,,,,,4 tỷ,118 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/14/20200814114751-3cdc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/14/20200814114751-d08b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/14/20200814114751-79f2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/14/20200814114751-e926_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/14/20200814114751-6257_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/14/20200814114751-1d35_wm.jpg']"
" Cần tiền bán gấp CH Park Hill Times City 104m2 - 3PN, full nội thất, giá 4,4 tỷ, bao tên sổ đỏ",,,,,,,4.4 tỷ,104 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/31/20200831170749-65d5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/31/20200831170749-1728_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/31/20200831170749-cdc3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/31/20200831170749-f7b1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/31/20200831170750-2c95_wm.jpg']"
" Cần tiền bán gấp CHCC Times city 83m2, 2PN, giá 2,95 tỷ bao phí sang tên",,,,,,,2.95 tỷ,83 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925170453-d98f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925170454-178c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925170454-d5a6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925170454-63c5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925170455-3259_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925170455-5ae6_wm.jpg']"
" Cần tiền bán nhanh căn 118m2, 3PN tại T02 Times City, Giá siêu rẻ 4 tỷ bao phí, LH: 0962.984.823",,,,,,,4 tỷ,118 m²,06/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/08/26/20200826164702-6d15_wm.jpg']
" Cần tiền bán nhanh căn 95m2, 2pn T18 Times City, giá siêu rẻ 3.2 tỷ bao phí, Lh: 0962.984.823",,,,,,,3.2 tỷ,95 m²,06/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/07/08/20200708090429-0734_wm.jpg']
" Cần tiền đầu tư cần bán căn 79m2 tòa Park 12 Times City, full đồ giá 3.35 tỷ bao phí. LH 0903450893",,,,,,,3.35 tỷ,79 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005093632-77a5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005093632-9460_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005093632-6b2f_wm.jpg']"
" Cần tiền gấp bán cắt lỗ căn 100m2 Sunshine Garden, view đẹp",,,,,,,Thỏa thuận,100 m²,01/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2019/12/23/20191223104501-3e0c_wm.jpg']
" Cần tiền xoay vòng vốn bán gấp căn góc 152m2, Park 03, chỉ với 7.45 tỷ, tầng trung đẹp",,,,,,,7.45 tỷ,152 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925212341-d66d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925212341-dbd4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925212341-c257_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925212341-3be6_wm.jpg']"
" Cần vốn kinh doanh nên bán căn 3 ngủ hướng Nam tại Times city giá 3,4 tỷ bao phí. LH: 0978468230",,,,,,,3.4 tỷ,95 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930114403-ac13_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930114306-aa83_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930114306-13ea_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930114306-9f2d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930114306-6ab5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930114338-756e_wm.jpg']"
 Cập nhật các căn hộ bán cắt lỗ sâu của chủ đầu tư tại Times City và Park Hill tháng T5/2020,,,,,,,4 tỷ,118 m²,02/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2019/11/07/20191107111900-ad87_wm.jpg']
 Cập nhật mới nhất danh sách các căn hộ đang bán cắt lỗ tại Times City và Park Hill. LH: 0979588665,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,3.7 tỷ,120 m²,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/05/03/20190503135931-9f8e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/05/03/20190503135931-b5c8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/05/03/20190503135931-f18e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/05/03/20190503135932-2877_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/05/03/20190503135932-0221_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/05/03/20190503135932-8de1_wm.jpg']"
 CẬP NHẬT QUỸ CĂN HỘ VINHOMES TIMESCITY - PARK HILL MỚI NHẤT THÁNG 10,,,,,,,1.85 tỷ,53 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006150931-ea64_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006150931-2d8d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006150931-40eb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006150931-91c7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006150931-f91f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006150953-a736_wm.jpg']"
 Cắt lỗ - 2 ngủ sáng Park Hill - full nội thất - view sông Hồng bao đẹp,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Đông-Nam,3.25 tỷ,80 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/08/20200908104958-3441_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/08/20200908104958-c75d_wm.jpg']"
 Cắt lỗ - 2 phòng ngủ Park Hill - Full nội thất cao cấp,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Nam,3 tỷ,75 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/24/20200724154700-e451_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/24/20200724154700-055f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/24/20200724154700-adf1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/24/20200724154701-6359_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/24/20200724154701-a8ca_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/24/20200724154701-5c12_wm.jpg']"
 Cắt lỗ - 2 phòng ngủ sáng Park Hill - full nội thất cao cấp - rẻ nhất,,,,,,,3.05 tỷ,75 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/06/20200806175644-a4b7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/06/20200806175644-f3f3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/06/20200806175644-ce48_wm.jpg']"
 Cắt lỗ - 82m2 - 2 phòng ngủ - T10 vip bán nhanh chỉ 3.08 tỷ (bao mọi phí) - sổ đỏ chính chủ,,,,,,,3.08 tỷ,82 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172840-26dc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172902-ecd2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172901-da9f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172905-3c62_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172903-d6c2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172903-406e_wm.jpg']"
 Cắt lỗ - Bán gấp căn góc 55m2 Park Hill - Full nội thất cao cấp,,,,,,,2.4 tỷ,55 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928162917-0896_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928162918-683f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928162949-23d3_wm.jpg']"
" Cắt lỗ căn 160m2 tòa T11 - Times City, view nhạc nước",,,,,,,6.3 tỷ,160 m²,04/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417185912-a5e3_wm.jpg']
" Cắt lỗ căn 3 phòng ngủ chung cư Sunshine Garden giá 2,9 tỷ, view sông Hồng siêu thoáng: 0356622816",,,,,,,2.9 tỷ,94 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/20/20200920182011-12d6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/20/20200920182011-210a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/20/20200920182011-002a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/20/20200920182012-5739_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/20/20200920182012-e720_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/20/20200920182012-915c_wm.jpg']"
" Cắt lỗ căn góc 53m2, Park Hill, full nội thất cao cấp, 2.4 tỷ",,,,,,,2.4 tỷ,53 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006102716-5f86_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006102717-7321_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006102716-28fb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006102716-37ab_wm.jpg']"
" Cắt lỗ căn hộ 2pn, dt 75m2 Timescity, Hai Bà Trưng, giá 2.7 tỷ. Lh 097 970 2442","Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Bắc,2.7 tỷ,75 m²,01/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817114340-2a19_wm.jpg']
" Cắt lỗ sâu căn 122m2 3PN tại Park 11 Park Hill Premium giá 5.4 tỷ bao phí, có suất để xe 0962984823",,,,,,,5.4 tỷ,122 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/07/01/20200701094025-cc3b_wm.jpg']
" Cắt lỗ sâu căn 2 ngủ - 90m2 tại T10 - Times City. Bán nhanh giá 3.250 tỷ (BP), SĐCC",,,,,,,3.25 tỷ,90 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111344-05c6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111343-07ea_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111343-07c9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111343-a32d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111343-d946_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111344-5d01_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111344-5bda_wm.jpg']"
" Cắt lỗ tòa vip T10 chỉ 36tr/m2 căn 2 phòng ngủ, 80m2, ban công Bắc, view quảng trường nhà nước",,,,,,,2.98 tỷ,80 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006100637-f5f0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006100626-e368_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006100632-0de7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006100644-8ba8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006100650-fb53_wm.jpg']"
" CC bán 2CH số 02 và 04 84m2 và 134m2 tại Vincom Bà Triệu SĐCC giá 6,4 tỷ và 10,5 tỷ. LH: 0972858544","Dự án Vincom Center Bà Triệu, Phố Bà Triệu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,1 (phÃ²ng),2 (phÃ²ng),,Đông,6.4 tỷ,84 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142652-75bc_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142653-4a7b_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142653-4e22_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142654-8836_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142654-b7c4_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142654-c5f2_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142655-9319_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/21/20200821142655-aa89_wm.jpeg']"
" CC bán 2CH số 02 và 04, 84m2 và 134m2 tại Vincom Bà Triệu, SĐCC giá 6,4 tỷ và 10,5tỷ. LH 0972858544",,,,,,,10.5 tỷ,134 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141108-c1f4_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141109-0771_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141109-8e55_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141109-f891_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141110-3be2_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141110-952b_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141110-0125_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818141110-61f2_wm.jpeg']"
" CC bán CH cao cấp số 02 tầng trung, 1PN DT 84m2 tại Vincom Bà Triệu, SĐCC giá 6,4tỷ. LH: 0972858544",,,,,,,6.4 tỷ,84 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901103138-362f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901102802-8dc2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901103024-722c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901103101-da38_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901102836-ffbf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901103203-2b2c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901102929-3dbb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901102957-d9bc_wm.jpg']"
" CC bán CH cao cấp số 04 tầng trung, 2PN DT 134m2 tại Vincom Bà Triệu, SĐCC, 10,5 tỷ, LH: 0972858544","Dự án Vincom Center Bà Triệu, Phố Bà Triệu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Đông,10.5 tỷ,134 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104600-3c4e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104616-b6d0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104622-87de_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104636-196c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104645-96e0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104651-0624_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104701-b608_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/01/20200901104722-fbbb_wm.jpg']"
" CC bán gấp căn góc tầng 19, CC Thăng Long Garden, Quận Hai Bà Trưng, DT 113,7m2, giá 3,5 tỷ",,,,,,,3.5 tỷ,113.7 m²,07/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180455-21cf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180453-35f5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180454-b385_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180455-0249_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180455-d5fe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180455-8ce3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180453-a56f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180455-2279_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180453-6855_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180454-82a1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180453-d53c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180454-b4ec_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180453-61b2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180454-2fb9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/07/vVMfcTGI/20200907180454-04dc_wm.jpg']"
" CC bán hoặc cho thuê căn hộ Hòa Bình Green City, 505 Minh Khai, 60.6m2, 2 phòng ngủ, tặng nội thất",,,,,,,2.35 tỷ,60.6 m²,10/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141242-514e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141236-0bb8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141237-fde9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141240-a864_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141239-9065_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141238-57e2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141237-ccda_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141241-1b16_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141243-5dda_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/MrdZYqBH/20200707141239-7aa7_wm.jpg']"
